context,kv_bytes,prefill_ms,prefill_spread_ms,copy_only_ms,bulk_extra_ms,layerwise_extra_ms,hooks_only_extra_ms,first_decode_gpu0_ms,first_decode_gpu1_ms,layerwise_tokens_match,layerwise_max_logit_diff,bulk_tokens_match,bulk_max_logit_diff
1024,58720256,29.292996999998877,1.8862349999970718,1.1440540000009491,0.913852000003601,0.06932299999817815,-0.028757999999129424,15.815513999999808,15.804042000002738,True,0.0,True,0.0
4096,234881024,109.35018400000018,14.905796000000748,1.3833630000021913,3.676542000000893,3.9159220000009043,2.212528999997687,13.99346199999485,14.536069999998347,True,0.0,True,0.0
16384,939524096,494.89083800000344,9.17268699999596,3.360231000002045,3.845680999994272,8.603971999995963,-0.6696210000072256,14.123107999999718,13.87478699999889,True,0.0,True,0.0
32768,1879048192,1167.179252000004,9.239033000000063,5.651991999997108,9.893828999999187,23.338656999989325,3.1273720000015146,15.795280999995498,15.33914200000197,True,0.0,True,0.0
