model,context,kv_bytes,recompute_ms,disk_identical,disk_offload_ms,disk_reload_ms,disk_warm_reload_ms,gpu_identical,gpu_offload_ms,gpu_reload_ms,net_identical,net_offload_ms,net_reload_ms,net_warm_reload_ms,pageable_identical,pageable_offload_ms,pageable_reload_ms,pinned_identical,pinned_offload_ms,pinned_reload_ms
smollm2,1024,23592960,18.194451000001166,True,18.97891499999993,5.997103000000337,5.571204999998969,True,0.3511419999995269,0.34509600000021123,True,36.462388000000345,9.431185000000397,8.413046999999452,True,2.84155900000016,3.0876309999996465,True,0.9904059999996662,0.9736359999994448
smollm2,4096,94371840,17.17270800000037,True,66.58297699999949,18.79016999999905,22.457927999997906,True,0.38614999999708743,0.38166300000241904,True,131.81238499999992,32.56083099999785,32.24602199999893,True,8.642089000002073,13.0844909999972,True,3.474976999999768,3.5565880000021366
qwen7b,1024,58720256,29.27444499999865,True,45.53841500000999,14.521094000002677,12.514914999997018,True,0.3988110000108236,0.3929850000048418,True,80.05636299999708,21.226586000011594,19.0245659999988,True,6.362360000011336,7.553141999991908,True,2.2133749999966312,2.249598999995328
qwen7b,4096,234881024,111.22629300000142,True,200.54522099999872,58.762685999994346,59.48089800000389,True,0.3506850000007944,0.353975999999534,True,289.5755130000026,76.96631599999648,75.40115500000866,True,18.3112179999938,34.59679499999879,True,8.38351699999862,8.63008700000023
qwen7b,16384,939524096,509.33527399999434,True,622.1120330000076,197.92977800000244,197.2794140000076,True,0.807851000004689,0.8073569999993424,True,1120.4771520000065,258.35100299998714,240.16840599999512,True,60.99258400000451,125.43167799999821,True,33.058349999990355,34.10287999999184
qwen7b,32768,1879048192,1200.8786389999955,True,1227.3805259999904,402.58531800000696,396.9797110000002,True,1.4431250000086493,1.439540999996325,True,2210.0054539999974,562.9775929999994,477.59269200000176,True,118.0466990000184,238.44577200000572,True,65.94287999999437,68.05191800000898
